Name,Price,Image URL
Selsun 2.5% Topical Suspension For Anti Dandruff | Reduces Flaking And Itching | 120ml,₹421.83,https://cdn01.pharmeasy.in/dam/products_otc/157655/selsun-25-topical-suspension-for-anti-dandruff-reduces-flaking-and-itching-120ml-6.1-1734331671.jpg?dim=700x0&dpr=1&q=100
Cetaphil Oily Skin Cleanser - 125ml,₹699,https://cdn01.pharmeasy.in/dam/products_otc/038124/cetaphil-oily-skin-cleanser-125ml-2-1697881907.jpg?dim=700x0&dpr=1&q=100
Brinton Uv Doux Spf 50 Pa+++ Tube Of 100gm Sunscreen Gel,₹1295,https://cdn01.pharmeasy.in/dam/products_otc/I40742/uv-doux-spf-50-pa-tube-of-100gm-sunscreen-gel-3-1716554723.jpg?dim=700x0&dpr=1&q=100
Pharmeasy Biotin 10000mcg - For Hair | Skin & Nails - Bottle Of 60,₹699,https://cdn01.pharmeasy.in/dam/products_otc/D18575/pharmeasy-biotin-10000mcg-for-hair-skin-nails-bottle-of-60-6.01-1727327144.jpg?dim=700x0&dpr=1&q=100
Mankind Hairbless Supplement | Biotin & Niacin | Gluten Free | Enriched With L-Cystiene | 15 Tablets,₹365,https://cdn01.pharmeasy.in/dam/products_otc/S92215/hairbless-health-supplement-strip-of-15-tablets-6.1-1740135409.jpg?dim=700x0&dpr=1&q=100
Manforce Wild Chocolate Box Of 20 Condoms,₹180,https://cdn01.pharmeasy.in/dam/products_otc/I08136/manforce-wild-chocolate-box-of-20-condoms-2-1687162649.jpg?dim=700x0&dpr=1&q=100
Moisturex Cream 100gm,₹300,https://cdn01.pharmeasy.in/dam/products_otc/116001/moisturex-cream-100gm-2-1671741103.jpg?dim=700x0&dpr=1&q=100
Scalpe Pro Anti-Dandruff Shampoo Bottle Of 100 Ml,₹209,https://cdn01.pharmeasy.in/dam/products_otc/E01851/scalpe-pro-anti-dandruff-shampoo-bottle-of-100-ml-2-1684322894.jpg?dim=700x0&dpr=1&q=100
Dermadew Face Wash 100ml,₹260,https://cdn01.pharmeasy.in/dam/products/I03219/dermadew-face-wash-100ml-1-1664870362.jpg?dim=700x0&dpr=1&q=100
Pharmeasy Joint Support - Maintains Joints Mobility - Bone & Joint Health - Bottle Of 60,₹799,https://cdn01.pharmeasy.in/dam/products_otc/B19345/pharmeasy-joint-support-maintains-joints-mobility-bone-joint-health-bottle-of-60-6.1-1736411235.jpg?dim=700x0&dpr=1&q=100
Venusia Moisturizing Lotion (Non-Comedogenic) Bottle Of 200 Ml,₹725,https://cdn01.pharmeasy.in/dam/products_otc/242434/venusia-moisturizing-lotion-non-comedogenic-bottle-of-200-ml-2-1671740816.jpg?dim=700x0&dpr=1&q=100
Brinton Uv Doux Spf 50 Tube Of 50gm Silicone Sunscreen Gel,₹799,https://cdn01.pharmeasy.in/dam/products_otc/I01037/uv-doux-spf-50-tube-of-50gm-silicone-sunscreen-gel-2-1707908006.jpg?dim=700x0&dpr=1&q=100
Sensodyne Toothbrush: Sensitive Toothbrush With Soft Rounded Bristles 3 Pieces (Buy 2 Get 1 Free),₹130,https://cdn01.pharmeasy.in/dam/products_otc/I04900/sensodyne-toothbrush-sensitive-toothbrush-with-soft-rounded-bristles-3-pieces-buy-2-get-1-free-6.1-1671741572.jpg?dim=700x0&dpr=1&q=100
